0.063429	-0.139235	-0.102064	0.009642	-0.257409	0.024470	0.055486	0.110228	0.026390	0.013204	1.000000	0.112394	0.130331	-0.006793	-0.052108	-0.042736	-0.008976	0.091246	-0.058857	0.090554	0.009813	-0.024325	0.097472	0.106616	0.098963	-0.058906	-0.028852	-0.200576	-0.052409	0.022413	-0.067291	0.018599
0.082457	0.014264	0.173014	0.047365	-0.007324	0.162935	-0.089946	0.111138	0.038267	-0.070010	0.112394	1.000000	-0.030781	-0.156162	-0.053225	0.014589	-0.151502	0.073902	0.147354	0.094380	0.112251	0.089849	-0.025945	-0.095159	0.013989	0.032451	0.073171	-0.016879	-0.227602	-0.036613	0.179937	0.026101
0.095208	-0.000858	0.046455	-0.007141	0.149669	-0.148122	-0.001729	-0.040764	-0.040408	-0.043764	0.130331	-0.030781	1.000000	-0.073095	0.094864	-0.002618	-0.117448	-0.063593	0.041415	-0.003413	-0.087424	0.149039	0.048712	0.117555	-0.107597	0.027822	0.003582	0.094184	-0.093179	0.063626	-0.054373	-0.147502
-0.045899	0.118195	-0.136963	-0.015053	0.263709	0.064841	0.035773	-0.021702	-0.128147	-0.123761	-0.006793	-0.156162	-0.073095	1.000000	0.000562	-0.151265	-0.020364	0.077283	0.107348	-0.037040	-0.064788	0.077304	0.034515	0.132293	-0.038732	0.185634	-0.008297	-0.124145	0.018527	0.013036	0.072887	-0.059820
-0.042758	0.146807	-0.186651	0.164278	-0.083175	-0.096679	0.023983	0.109011	-0.080533	-0.058209	-0.052108	-0.053225	0.094864	0.000562	1.000000	-0.102502	0.058087	0.222130	-0.037023	0.173259	-0.072516	-0.053680	0.030468	0.158899	-0.050789	0.060534	-0.099484	0.131474	-0.021956	-0.018836	0.064395	-0.121816
0.054463	0.121214	-0.019451	-0.157458	0.016711	-0.023980	-0.144676	0.081354	-0.014981	0.009181	-0.042736	0.014589	-0.002618	-0.151265	-0.102502	1.000000	0.067405	-0.072502	-0.071262	0.002758	0.031788	-0.126262	0.195391	0.081707	0.013806	-0.189853	-0.076435	0.022797	-0.118707	-0.034924	0.029861	0.157668
0.221921	0.030641	-0.016858	-0.255404	0.106786	0.041524	0.157696	0.174200	-0.119542	0.012433	-0.008976	-0.151502	-0.117448	-0.020364	0.058087	0.067405	1.000000	-0.137219	0.075788	-0.043114	0.107885	-0.058884	-0.021593	-0.029035	-0.185878	-0.066597	-0.148618	-0.037858	0.139002	0.030682	0.087560	-0.035573
-0.122077	0.060055	0.002130	0.015480	-0.021861	0.099269	-0.082807	0.127732	0.008705	-0.184785	0.091246	0.073902	-0.063593	0.077283	0.222130	-0.072502	-0.137219	1.000000	0.073163	-0.030671	-0.004593	-0.123702	-0.007312	-0.034964	0.058927	0.050055	0.082320	-0.005733	-0.198472	-0.011191	0.149705	0.090271
-0.020335	0.138208	0.156861	-0.068449	0.041245	-0.121835	0.103658	0.085391	0.012373	0.003039	-0.058857	0.147354	0.041415	0.107348	-0.037023	-0.071262	0.075788	0.073163	1.000000	0.017657	0.014373	-0.111849	-0.007173	0.040810	-0.002576	0.001822	-0.026000	0.072177	0.027510	0.095268	0.065874	-0.170537
0.005424	-0.152562	-0.035393	0.006283	-0.280563	-0.136122	0.103160	0.318898	0.098090	-0.031673	0.090554	0.094380	-0.003413	-0.037040	0.173259	0.002758	-0.043114	-0.030671	0.017657	1.000000	-0.001156	0.055770	0.053934	-0.045984	-0.036944	0.116698	0.109707	0.030748	0.185741	-0.104464	-0.183824	-0.156699
0.084000	-0.018937	0.149079	0.031408	0.013774	0.098197	-0.035975	-0.045149	0.002418	0.001325	0.009813	0.112251	-0.087424	-0.064788	-0.072516	0.031788	0.107885	-0.004593	0.014373	-0.001156	1.000000	-0.075734	0.046207	-0.161300	-0.095669	-0.014464	-0.098452	0.087877	-0.142644	-0.095124	0.187037	-0.149783
0.065558	-0.068926	-0.007250	-0.045349	0.098964	-0.152622	0.092599	-0.152474	-0.070569	-0.137827	-0.024325	0.089849	0.149039	0.077304	-0.053680	-0.126262	-0.058884	-0.123702	-0.111849	0.055770	-0.075734	1.000000	0.068225	0.159668	-0.210677	0.215902	0.082633	-0.068423	0.050076	0.067476	0.102046	0.087056
-0.052839	0.182834	-0.227763	0.033896	-0.033714	-0.011819	-0.076787	0.017082	-0.052040	0.072615	0.097472	-0.025945	0.048712	0.034515	0.030468	0.195391	-0.021593	-0.007312	-0.007173	0.053934	0.046207	0.068225	1.000000	0.101985	-0.090321	0.086553	-0.126098	-0.127880	-0.115210	0.135648	-0.020056	0.137595
-0.134568	0.117752	-0.216291	-0.007746	-0.062676	-0.036911	0.008177	0.083220	-0.201883	0.022364	0.106616	-0.095159	0.117555	0.132293	0.158899	0.081707	-0.029035	-0.034964	0.040810	-0.045984	-0.161300	0.159668	0.101985	1.000000	0.061986	0.013579	0.103952	-0.101416	-0.003037	0.132608	-0.036007	0.087007
-0.004300	-0.029589	-0.084950	0.033342	-0.102425	0.058110	-0.032627	0.040720	-0.069764	0.000144	0.098963	0.013989	-0.107597	-0.038732	-0.050789	0.013806	-0.185878	0.058927	-0.002576	-0.036944	-0.095669	-0.210677	-0.090321	0.061986	1.000000	0.025800	-0.007059	-0.102980	-0.031190	0.026883	-0.003694	0.026862
-0.092380	-0.049136	0.013365	-0.040299	0.014556	-0.054021	0.146169	-0.037129	-0.205680	-0.031645	-0.058906	0.032451	0.027822	0.185634	0.060534	-0.189853	-0.066597	0.050055	0.001822	0.116698	-0.014464	0.215902	0.086553	0.013579	0.025800	1.000000	0.118027	-0.162234	0.026265	-0.075835	-0.053639	-0.022739
-0.137453	0.007328	0.053082	-0.049986	0.200703	0.013956	0.177092	0.096808	0.035108	0.085626	-0.028852	0.073171	0.003582	-0.008297	-0.099484	-0.076435	-0.148618	0.082320	-0.026000	0.109707	-0.098452	0.082633	-0.126098	0.103952	-0.007059	0.118027	1.000000	-0.070704	0.166366	-0.090242	-0.045626	-0.091443
0.104532	0.211446	0.059259	-0.046017	-0.101207	0.080606	-0.120306	-0.037998	0.291795	0.028003	-0.200576	-0.016879	0.094184	-0.124145	0.131474	0.022797	-0.037858	-0.005733	0.072177	0.030748	0.087877	-0.068423	-0.127880	-0.101416	-0.102980	-0.162234	-0.070704	1.000000	0.055602	0.014822	0.136101	-0.129013
0.197041	-0.104954	-0.034901	-0.034423	-0.073776	-0.219486	0.300339	0.045518	-0.083987	0.131683	-0.052409	-0.227602	-0.093179	0.018527	-0.021956	-0.118707	0.139002	-0.198472	0.027510	0.185741	-0.142644	0.050076	-0.115210	-0.003037	-0.031190	0.026265	0.166366	0.055602	1.000000	-0.059158	0.113512	-0.025342
0.047012	-0.097895	0.171111	0.045928	-0.057359	-0.133207	0.051023	0.032186	-0.023507	0.102768	0.022413	-0.036613	0.063626	0.013036	-0.018836	-0.034924	0.030682	-0.011191	0.095268	-0.104464	-0.095124	0.067476	0.135648	0.132608	0.026883	-0.075835	-0.090242	0.014822	-0.059158	1.000000	-0.007149	0.074001
0.153393	-0.012758	-0.006612	0.010765	0.174195	0.158185	-0.102499	0.052955	-0.056015	0.034710	-0.067291	0.179937	-0.054373	0.072887	0.064395	0.029861	0.087560	0.149705	0.065874	-0.183824	0.187037	0.102046	-0.020056	-0.036007	-0.003694	-0.053639	-0.045626	0.136101	0.113512	-0.007149	1.000000	-0.098524
-0.150457	0.023773	-0.112802	-0.097488	-0.089547	-0.027657	-0.052546	0.130556	-0.149670	0.055037	0.018599	0.026101	-0.147502	-0.059820	-0.121816	0.157668	-0.035573	0.090271	-0.170537	-0.156699	-0.149783	0.087056	0.137595	0.087007	0.026862	-0.022739	-0.091443	-0.129013	-0.025342	0.074001	-0.098524	1.000000
